status,shopify_product_id,handle,source_title,variants,first_sku,first_ean,size_confidence,missing_translations,outdated_translations,reason
included,8568371216722,jurassic-dinosaur-wall-decal,3D Dinosaur Wall Decal | Jurassic Broken Wall Illusion,6,23025371756522,7341147088210,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8568371937618,panda-wall-decal-removable-vinyl-bear-art-sticker-for-nursery-room-panda-wall-decor-with-free-shipping-worldwide-many-sizes-available_1540790012_,"Panda-themed Wall Sticker, Removable Paradise Panda Decal for Wall Decor",15,21518046277998,7341147088296,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568375181650,tall-abstract-figure-silhouette-wall-decal,Tall Abstract Figure Silhouette Wall Decal | Vinyl Sticker,6,37549778905675,7341147088623,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8568392581458,watercolor-happy-sun-wall-sticker-cheerful-nursery-decor-decal-smiling-sun-toddler-room-wall-art-joyful-sunny-kids-room-decoration_1474818386_,Whimsical Radiant Sunburst Wall Sticker - Vinyl Decal for Kid's Area,24,27502029380992,7341147088685,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8568427381074,wyoming-decal-wyoming-state-bull-wall-sticker-wyoming-map-fan-removable-vinyl-mural-cool-car-bumper-stickers_1470328121_,Rustic Wyoming State Wall Decal - Charming Decal for Your Interior Walls,15,23190767754327,7341147090404,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8568427479378,large-world-map-wall-decal-giant-travel-globe-with-country-names-vinyl-sticker-perfect-for-bedroom-and-living-room-decor_1525762793_,Global Traveler Themed Vinyl Wall Sticker Decal - World Exploration Design,15,14946719563109,7341147090558,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568434950482,funny-christmas-tree-wall-vinyl-decal-large-dogs-sticker-decoration-living-kids-room-peel-stick-removable-holiday-puppies-mural-decor_1335766490_,Canine Christmas Tree Wall Sticker - Whimsical Dog Themed Wall Decals for Holidays,20,74319496727733,7341147091258,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568435179858,pastel-rainbow-wall-sticker-nursery-baby-room-boho-decoration-vinyl-decal-large-shaped-neutral-earthy-rainbows-bedroom-mural_1436327535_,Pastel Dream Adhesive Wall Sticker - Removable Wall Art Mural Decal,21,21553111085313,7341147091456,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568436490578,200x-gold-stars-wall-vinyl-stickers-elegant-peel-and-stick-decals-decor-for-ceiling-walls-bedroom-living-room-enchantment_1526429087_,"Gold Stars Vinyl Wall Stickers, 200x Pack Celestial Splendor Decorative Adhesive Decals",23,16161067498817,7341147092002,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8568436654418,halloween-haunting-ghoul-wall-art-decal-shadow-human-monster-sticker-frightening-door-garage-adhesives-wall-decor-for-holidays_1547124824_,Halloween Shadows Wall Decal - Ethereal Spooky Wall Decor Stickers,15,16838765233572,7341147092231,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8568446714194,watercolor-baby-panda-wall-decal-panda-bear-with-indian-feather-hat-nursery-sticker-safari-decor-for-boys-girls-room-many-sizes_1540782014_,"Safari Adventure Wall Art, Kids Room Watercolor Animal Wall Sticker Decal",15,23224317818889,7341147093320,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568460476754,stylized-figure-flame-silhouette-wall-decal,Stylized Figure and Flame Silhouette Wall Decal | Vinyl Sticker,14,20712570287535,7341147094952,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8568463294802,north-carolina-decal-nc-state-love-wall-sticker-caroline-map-tennessee-fan-removable-vinyl-mural-car-bumper-stickers_1470301639_,North Carolina Map Wall Decal | NC State Vinyl Sticker,16,24953522447917,7341147095188,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:title; ru:description; ee:title; ee:description,
included,8568464474450,thing-big-wall-art-sticker-for-office-success-thinking-smart-inspirational-motivational-conference-room-decor-decal-work-motivation_1489670231_,Think Big Office Wall Decal | Motivational Quote Sticker,19,24849122939392,7341147095232,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8568465326418,flying-broom-figure-silhouette-wall-decal,Flying Broom Figure Silhouette Wall Decal | Vinyl Sticker,5,16935008318973,7341147095478,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8568468930898,halloween-spider-web-window-decal-corner-glass-sticker-spooky-wall-window-spiderweb-decor-many-size-and-color-options_1560589713_,"Halloween Spider Web Wall Decal, Festive Corner Sticker - Spooky Season Decor",6,16868994155169,7341147096659,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8568469127506,stylized-anatomical-portrait-wall-decal,Stylized Anatomical Portrait Wall Decal | Vinyl Sticker,5,85497787965329,7341147096710,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8568471519570,livestock-farm-animals-wall-sticker-farm-pig-cattle-chicken-car-decal-farming-ranch-gift-idea-western-animals-truck-vinyl-decals_1436267825_,Wall Art Decal Set Featuring Delightful Farm Animal Design,5,26985057778703,7341147096826,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568477548882,wyoming-state-wall-sticker-bear-face-and-mountains-love-wall-sticker-wyoming-fan-removable-vinyl-mural-cool-car-bumper-stickers_1470323117_,"Vinyl Wall Decal - Wyoming State, Bear and Mountains Graphic Art Sticker",6,26871287442080,7341147097137,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568482890066,butterflies-hair-wall-decal-butterfly-head-art-decor-vinyl-sticker-nursery-girls-room-beauty-decals-bedroom-women-silhouette-stickers_1300314052_,"Butterfly Wall Sticker, Nature's Beauty Theme, Wall Decal for Home Interior",3,74000033178569,7341147097472,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8568483086674,siamese-cat-sticker-cute-kitty-vinyl-wall-decal-funny-kitten-art-pet-gift-for-cats-lover-waterproof-breed-car-die-cut-laptop-decal_1436288143_,Siamese Cat Wall Sticker - Adorable Feline Vinyl Wall Art Decal,5,23669526041654,7341147097502,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,8568492884306,sasquatch-sticker-bigfoot-decal-cryptid-big-foot-stickers-funny-big-foot-gifts-for-men-yeti-squatchin-monster-decals-snowman-vinyl_1413539750_,Intriguing Yeti Decal - Enigmatic Bigfoot Sticker for Wall Art and Graphics,5,17917870592347,7341147097656,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8609988444498,christmas-wreath-wall-decal-lights-48830,Merry and Bright Christmas Wall Decal,7,86850909667262,7341147099728,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8609994375506,circular-santa-sleigh-and-deers-wall-80545,Circular Santa Sleigh and Deers Wall Decal - Christmas Silhouette Window Stickers - Holiday Room Decor - Festive Wall Art Mural,5,88967011708188,7341147099841,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8610046312786,exquisite-hand-sketched-british-39899,Exquisite Hand-Sketched British Wildflower Wall Stickers - Elegant Vinyl Floral Decals - Living Room and Bedroom Wall Decor -Many sizes,15,13618140367106,7341147100097,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8610050933074,half-geometric-mandala-wall-corner-decal-35052,Half Geometric Mandala Wall Corner Decal - Modern Living Room Vinyl Art - Yoga Studio Meditation Decor - Bedroom Headboard Sticker,5,16727867457757,7341147100240,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8747100864850,banksy-zebra-stripes-wall-decal-urban-34279,Artist Zebra Stripes Wall Decal - Urban Street Art Graffiti Laundry Washing Vinyl Sticker - Funny Stripe Hipster Decor Mural,5,63818501278802,7341147104743,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747144347986,3d-art-animal-hole-in-wall-sticker-40521,3d Art Animal Hole In Wall Sticker - Vinyl Decor Broken Illusion Peel And Stick Decal - Porthole Crack Print Diy Cracked Printed Mural Panda,40,PRE-3DART-8X8RIG-MJ59,7341146890944,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747145494866,colorful-owl-wall-sticker-cute-bird-98885,Colorful Owl Wall Sticker - Cute Bird Gift Vinyl Art Decor Decal -  Cool Funny Animal Print - Love Window Fancy Pretty Unique Big Mural,20,PRE-COLOWL-8X6-6275,7341146926872,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747146281298,jukebox-art-wall-print-sticker-decor-44215,Retro Jukebox Wall Decal | Vintage Music Vinyl Sticker,20,18018826896497,7341147105436,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:title; ru:description; ee:title; ee:description,
included,8747146674514,banksy-barcode-robot-wall-vinyl-sticker-63170,Robot Graffiti Wall Decal | Urban Art Robot with Spray Can & Barcode,19,PRE-BANBAR-16X-1TM2,7341146920689,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747148443986,elegant-flowers-wall-decals-nature-93376,Elegant Flowers Wall Decals - Nature Vinyl Stickers Set for Living Room - Chic Removable Nursery Decal - Bedroom Home Decor Sticker,19,13119687940638,7341147105740,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747148968274,modern-black-zigzag-wall-stickers-54430,Modern Black Zigzag Wall Stickers - Vertical Patterns Vinyl Stickers for Contemporary Room Decor - Geometric Peel Stick Stripe Wall Decal,21,PRE-MODBLA-GOL-DROU,7341147106020,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747149656402,3d-elephant-head-wall-sticker-realistic-46914,3D Elephant Head Wall Sticker - Realistic Broken Illusion Effect Vinyl Decal - Peel and Stick Cracked Wall Mural for Animal Lovers Decor,20,PRE-3DELE-8X8-DKE2,7341146889993,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747150049618,3d-dinosaurs-art-wall-sticker-vinyl-35675,3D Dinosaurs Art Wall Sticker - Vinyl Decor with Broken Illusion Effect - Peel-and-Stick Dino Porthole - Cracked Mural for DIY Enthusiasts,20,PRE-3DDIN-8X8-MEDR,7341146888583,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747150344530,gym-wall-decal-muscled-gorilla-power-37436,Muscled Gorilla Beast Mode Gym Wall Decal,17,PRE-GYMWAL-4X3-A9GS,7341146927954,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747152965970,space-cat-wall-art-decor-transfer-sticker-91513,Space Cat Wall Art Decor Transfer Sticker - Funny Astronaut Kitten Decoration Decal - Kid Room Nursery Cute Kitty Vinyl Adhesive Mural,19,PRE-SPACAT-16X-U88P,7341146921655,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747164860754,glow-in-dark-world-map-vinyl-sticker-31934,Glow-in-the-Dark World Map Wall Decal,20,15228494732739,7341147106402,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747166138706,3d-dinosaurs-art-wall-sticker-vinyl-59994,3D Dinosaurs Art Wall Sticker - Vinyl Decal Decor with Dynamic Broken Illusion Effect - Peel-and-Stick Dino Porthole Mural for DIY Decor,20,PRE-3DDIN-8X8-N65Q,7341146904344,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747166269778,elegant-monochrome-botanical-wall-sticker-25619,Elegant Monochrome Botanical Wall Sticker - Black Detailed Floral and Foliage Illustration Decal for Sophisticated Decor - Floral Room Mural,7,PRE-ELEMON-16X-S7TJ,7341146895024,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747166531922,3d-dog-art-wall-sticker-cracked-12595,3D Cat Art Wall Sticker - Cracked Illusion Kitty Vinyl Decor - Peel-and-Stick Kitten Broken Porthole Mural for DIY Decor Lovers,20,PRE-3DDOG-8X8-OPHJ,7341146926124,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747167121746,tree-with-blossom-flowers-and-birds-wall-63474,Tree with Blossom Flowers and Birds Wall Sticker - Elegant Vinyl Decor for Living Room - Floral Bird Nature Wall Art for Girls' Room,5,25836280781073,7341147107164,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747167416658,3d-dog-art-wall-sticker-cracked-48346,3D Dog Art Wall Sticker - Cracked Illusion Vinyl Decor - Peel-and-Stick Puppy Broken Porthole Mural for DIY Decor Lovers,20,PRE-3DDOG-8X8-1F6Q,7341146888385,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747168072018,wise-contemplative-ape-with-tunes-wall-18850,Wise Contemplative Ape with Tunes Wall Decal - Music-Loving Primate Vinyl Sticker - Thoughtful Monkey with Headphones Wall Art Mural,19,PRE-WISCON-161-9NC2,7341146892559,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747168334162,250x-polka-dots-wall-decal-irregular-67883,250x Polka Dots Wall Decal - Irregular Modern Dot Stickers - Minimalist Geometric Peel and Stick Dot Decal - Art for Kids Bedroom Classroom,12,72185832717137,7341147107218,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747169087826,banksy-love-sick-girl-with-hearts-wall-19495,Artist Love Sick Girl With Hearts Wall Decal - Urban Street Art Graffiti Lovesick Vinyl Sticker - Funny Hipster Spit Decor Heart Mural,32,PRE-BANLOV-4X3RIG-9O07,7341146898872,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747169546578,leaf-wall-decor-stickers-botanical-peel-34630,Leaf Wall Decor Stickers - Botanical Peel Stick Green Leafs Decals - Nursery Olive Floral Vinyl Decal - Tropical Branch For Bedroom Sticker,1,PRE-LEAWAL-MDD6,7341147107331,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747169874258,full-moon-wall-sticker-moon-back-phase-22218,Full Moon Wall Sticker - Moon Back Phase Decal - Large Space Art Decor Vinyl Mural For Kid Room And Bedroom,24,PRE-FULMOO-2X2-FTVA,7341146918075,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747173347666,scuba-diver-wall-sticker-fire-60971,Scuba Diver Wall Sticker - Fire Extinguisher Deep Dive Silhouette Vinyl Gift Decal - Down Diving Happy Diver Art Creative For Office Mural,15,23386036673776,7341147107416,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747174953298,balloon-girl-banksy-wall-sticker-hot-28396,Balloon Girl Artist Wall Sticker - Hot Air Nursery Baby Decor Vinyl Room Cute Decal - Teen Love Silhouette Black Label Drawn Gift Mural,20,45724304424281,7341147108611,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747176395090,our-values-office-wall-decal-01197,Our Values Office Wall Decal - Inspirational Conference Room Art Sticker - Motivational Work Decor - Success Decal - Business Values Sticker,17,21311930271245,7341147109380,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747182719314,scuba-diver-wall-sticker-fire-59839,Scuba Diver Silhouette Wall Decal,15,23401684174929,7341147110751,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747184488786,banksy-panda-with-shooting-guns-wall-02646,Panda with Pistols Street Art Wall Decal | Vinyl Sticker,20,58268519282630,7341147111109,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:title; ru:description; ee:title; ee:description,
included,8747190092114,banksy-thinking-monkey-sticker-art-25070,Artist Thinking Monkey Sticker - Art Vinyl Street Dj WriterWall Decal - Headphones Chimp Music Thinker Graffiti Mural - Boy Smart Decals,40,PRE-BANTHI-8X5LEF-OFE,7341146900742,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747190911314,eat-drink-enjoy-quote-wall-vinyl-sticker-02045,Eat Drink Enjoy Quote Wall Vinyl Sticker - Kitchen Love Tag And Text Decal Sign - Inspirational Sayings Decor Sign Room Mural,19,12869873275042,7341147112663,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747191828818,nature-art-vinyl-cute-animal-set-stickers-08846,Nature Art Vinyl Cute Animal Set Stickers - Tree Forest Botanical Cool Floral Die Cut Decal - Bird Decorative Wild Wildlife Fox Sticker,18,20777895356982,7341147113011,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747192156498,tree-wall-decal-sticker-birch-art-vinyl-72832,Tree Wall Decal Sticker - Birch Art Vinyl Nursery Stickers - Nature Botanical Trees Decals - Forest Decor Natural Big Leaf Peel And Stick,17,25819558180235,7341147113196,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747192648018,tree-sticker-decal-wall-birch-art-vinyl-38693,Tree Sticker Decal - Wall Birch Art Vinyl Nursery Stickers - Nature Botanical Trees Decals - Forest Decor Natural Big Leaf Peel And Stick,17,25442284843221,7341147113363,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747193172306,tree-sticker-decal-wall-birch-art-vinyl-44196,Tree Sticker Decal - Wall Birch Art Vinyl Nursery Stickers - Nature Botanical Trees Decals - Forest Decor Natural Big Winter Peel And Stick,19,25459202537581,7341147113530,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747194384722,octopus-tentacles-vinyl-wall-art-sticker-29143,Octopus Tentacles Wall Decal for Bathroom,20,21216904504572,7341147113721,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747195040082,woman-face-black-wall-vinyl-sticker-77470,Woman Face Black Wall Vinyl Sticker - Salon Girl Happy Women Eye Window Beauty Art Decal - Pretty Removable Beautiful Sexy Head Silhouette,20,27949827125809,7341147113929,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747200217426,lockdown-positive-quote-sticker-71588,Focus on Building the New Quote Wall Decal,21,19180699044913,7341147114452,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747202183506,world-map-vinyl-wall-sticker-country-52514,World Map Vinyl Wall Sticker - Country Name Word Kid Large Art Decor Decal - Peel And Stick Globe Explore Playroom Fun Mural - Map Sticker,18,28105402215492,7341147114988,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747202740562,headphone-vinyl-wall-sticker-music-art-21753,Headphone Vinyl Wall Sticker - Music Art Dj Diecut Weatherproof Decal - Silhouette Cut Decor Mural - Music Sticker - Headphone Sticker,20,17012611268346,7341147115169,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747203133778,banksy-laugh-now-monkey-wall-sticker-32495,Artist Laugh Now Monkey Wall Sticker - Art Vinyl Street WriterGraffiti Decal - Waterproof Chimp Decor Mural - Keep It Real - Writer Sticker,20,54147201900272,7341147115367,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747205198162,glow-in-dark-bloody-hands-scary-red-vinyl-78699,Glow In Dark Bloody Hands Scary Red Vinyl Sticker - Night Glowing Zombie Blood Car Wall Decal Print - Realistic Luminescent Light Ghost,20,PRE-GLOIN-8X5-HL4B,7341146931296,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747206082898,banksy-glowing-vinyl-wall-decal-monkey-16564,Glow-in-the-Dark Monkey with Headphones Wall Decal,20,PRE-BANGLO-8X5-RV2K,7341146931692,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:title; ru:description; ee:title; ee:description,
included,8747207426386,watercolor-happy-sun-wall-sticker-18386,Watercolor Happy Sun Wall Sticker - Cheerful Nursery Decor Decal - Smiling Sun Toddler Room Wall Art - Joyful Sunny Kids Room Decoration,24,PRE-WATHAP-2X2-OV6I,7341146894584,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747207917906,giraffe-wall-decal-playful-animal-43651,Giraffe Wall Decal - Playful Animal Stickers - Toddler Room Decor - Nursery Animal Enrichment - Adorable Kid's Room Wall Art Mural,30,PRE-GIRWAL-8X5RIG-SPH3,7341146906782,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747208147282,gym-quote-wall-decal-sweat-is-the-fuel-26681,Sweat Is the Fuel of Champions Gym Wall Decal,16,16658785602891,7341147116814,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747208802642,motivational-gym-wall-decal-believe-in-05610,Believe in Yourself and Lift Heavy Gym Wall Decal,24,20245896962416,7341147116975,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747209818450,dog-in-headphones-stickers-inspired-by-28340,Dog with Headphones Wall Decal | Left or Right Direction,36,12660244664855,7341147117217,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8747210441042,our-value-wall-decal-office-decor-04232,Our Value Wall Decal Office Decor Sticker,20,21291281255309,7341147117576,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747212439890,tv-wall-decor-art-vinyl-decals-55241,TV Wall Decor Art Vinyl Decals - Decorative Stickers For Living Room - Waterproof Large Removable Decal - Decoration Interior Sticker,18,25982730760689,7341147117958,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747217944914,tree-wall-decal-decor-large-art-vinyl-05468,Tree Wall Decal Decor - Large Art Vinyl Sticker For Nursery Kids Room - White Black Decals Decoration Living Bedroom Mural Giant Stickers,17,25785158671957,7341147118139,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747221483858,moon-phases-wall-decor-decal-gold-home-00184,Moon Phases Wall Decor Decal - Gold Home Art Living Room Bedroom Sticker Decoration - Silver Phase Cycle Nursery Lunar Crescent Vinyl Mural,20,20169433377897,7341147118306,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747223712082,banksy-barcode-robot-wall-vinyl-sticker-22796,Barcode Robot Street Art Wall Decal | Vinyl Sticker,19,47810880217922,7341147118719,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:title; ru:description; ee:title; ee:description,
included,8747225514322,banksy-flower-throw-me-wall-sticker-44920,Artist Flower Throw Me Wall Sticker - Petal Vinyl Thrower Favor Chucker Decal - Student Unique Gift Paper Patry The Favour Art Mural,19,51208836285392,7341147118986,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747226202450,enchanted-gold-dragon-wall-decal-79181,Enchanted Gold Dragon Wall Decal - Whimsical Baby Dragon Sticker Mural - Hand-Painted Watercolor Fairytale Art for Kids' Room,7,PRE-ENCGOL-16X-KN8D,7341146891347,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747226988882,cute-sleeping-animal-nursery-wall-sticker-74753,Cute Sleeping Animal Nursery Wall Sticker - Sweet Dreams Cloud Kid Baby Room Decor Decal - Toddler Teddy Bear Removable Bunny Children Decal,12,PRE-CUTSLE-BOO-TNT1,7341147119174,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747228496210,mountain-wall-decal-mountains-vinyl-24582,Mountain Wall Decal | Nursery Landscape Vinyl Sticker,20,PRE-MOUWAL-8X3-CUK6,7341146932903,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8747229118802,banksy-monkey-wall-sticker-bansky-art-76860,Monkey Street Art Wall Decal | Vinyl Sticker,18,PRE-BANMON-24X-NMKS,7341146930510,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,8747230888274,50x-glasses-wall-decals-decor-13901,50-Piece Glasses Wall Decal Set,14,35147531055475,7341147120446,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,8747232002386,30-butterfly-wall-decor-stickers-art-90920,30 Butterfly Wall Decor Stickers - Art Decorations Decals For Girl Room Bedroom - Baby Kids Girls Pink Nursery Sticker - 3d Party Decoration,7,PRE-30BUT-BLU-I128,7341147120583,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747234263378,life-is-beautiful-banksy-street-art-wall-46866,Life Is Beautiful Artist Street Art Wall Decal - Singing Woman Lifeisbeautiful Sticker - Cool Home Decor Vinyl Stickers With Flower For Room,20,18815468012365,7341147120651,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,8747238654290,hummingbird-wall-vinyl-sticker-colibri-52548,Hummingbird Wall Vinyl Sticker - Colibri Art Decor Humming Bird Cute Colorful Home Decal Gift - Waterproof Flying Tropical Exotic Baby Mural,40,PRE-HUMWAL-7X8GLO-4KV4,7341146898308,high,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
